word,log_odds
including,6.101444400152853
typically,6.026482342471631
specific,5.7284009895386365
dividends,5.5255841065389495
potential,5.5255841065389495
goals,5.5255841065389495
include,5.412373496090958
overall,5.3522525036533874
needs,5.223928406677848
carefully,5.155215656593834
type,5.155215656593834
certain,5.0830658708379985
health,5.0830658708379985
allows,5.0071170176047
borrower,5.0071170176047
security,5.0071170176047
asset,5.0071170176047
advisor,5.0071170176047
history,4.926946668920716
consult,4.926946668920716
lead,4.926946668920716
transactions,4.926946668920716
auto,4.926946668920716
economic,4.926946668920716
depend,4.926946668920716
several,4.926946668920716
lender,4.842057771334203
gains,4.842057771334203
conditions,4.842057771334203
ensure,4.751859962362626
tools,4.751859962362626
types,4.751859962362626
variety,4.751859962362626
demand,4.655644647103323
investor,4.655644647103323
decision,4.655644647103323
future,4.655644647103323
decisions,4.552551154139219
individuals,4.552551154139219
transfer,4.552551154139219
tracking,4.552551154139219
difficult,4.552551154139219
potentially,4.552551154139219
website,4.552551154139219
earn,4.552551154139219
bid,4.552551154139219
public,4.552551154139219
co,4.552551154139219
unable,4.441519841750475
meet,4.441519841750475
revenue,4.441519841750475
qualify,4.441519841750475
offers,4.441519841750475
full,4.441519841750475
additional,4.441519841750475
understand,4.441519841750475
unemployment,4.321225608032763
hand,4.321225608032763
platform,4.321225608032763
u.s.,4.321225608032763
tolerance,4.321225608032763
buying,4.321225608032763
shareholders,4.321225608032763
saving,4.321225608032763
adrs,4.321225608032763
significant,4.321225608032763
track,4.321225608032763
traditional,4.321225608032763
lenders,4.321225608032763
popular,4.321225608032763
place,4.321225608032763
benefits,4.1899810747545105
require,4.1899810747545105
coverage,4.1899810747545105
publicly,4.1899810747545105
involves,4.1899810747545105
transit,4.1899810747545105
outstanding,4.1899810747545105
self,4.1899810747545105
score,4.1899810747545105
shop,4.1899810747545105
includes,4.1899810747545105
circumstances,4.1899810747545105
helpful,4.1899810747545105
land,4.1899810747545105
addition,4.1899810747545105
necessary,4.1899810747545105
gain,4.1899810747545105
ach,4.1899810747545105
regular,4.045591165419336
compare,4.045591165419336
rather,4.045591165419336
technical,4.045591165419336
provided,4.045591165419336
platinum,4.045591165419336
tool,4.045591165419336
appropriate,4.045591165419336
cosigner,4.045591165419336
buyer,4.045591165419336
domestic,4.045591165419336
